Feature	Name	Rank	Ranking	Diff
EC2.4.1.289	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	4594	ACE	NA
PF00664.23	ABC_membrane	4595	ACE	NA
EC3.8.1.9	(R)-2-haloacid dehalogenase	4596	ACE	NA
PF08331.10	DUF1730	4597	ACE	NA
EC1.11.1.18	bromide peroxidase	4598	ACE	NA
PF15609.6	PRTase_2	4599	ACE	NA
EC2.7.1.192	protein-Npi-phosphohistidine---N-acetylmuramate phosphotransferase	4600	ACE	NA
PF18127.1	DUF5598	4601	ACE	NA
EC1.14.15.1	camphor 5-monooxygenase	4602	ACE	NA
PF13591.6	MerR_2	4603	ACE	NA
EC2.3.1.n5	NA	4604	ACE	NA
EC5.1.1.5	lysine racemase	4605	ACE	NA
PF05870.11	PA_decarbox	4606	ACE	NA
PF01557.18	FAA_hydrolase	4607	ACE	NA
EC1.14.11.23	flavonol synthase	4608	ACE	NA
PF10727.9	Rossmann-like	4609	ACE	NA
EC1.13.11.25	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase	4610	ACE	NA
PF01820.21	Dala_Dala_lig_N	4611	ACE	NA
EC2.1.1.213	tRNA (guanine10-N2)-dimethyltransferase	4612	ACE	NA
EC5.4.99.60	cobalt-precorrin-8 methylmutase	4613	ACE	NA
PF03209.15	PUCC	4614	ACE	NA
PF03588.14	Leu_Phe_trans	4615	ACE	NA
EC3.5.99.9	2-nitroimidazole nitrohydrolase	4616	ACE	NA
PF18186.1	SLATT_4	4617	ACE	NA
EC2.7.1.175	maltokinase	4618	ACE	NA
PF09335.11	SNARE_assoc	4619	ACE	NA
EC1.14.99.50	gamma-glutamyl hercynylcysteine S-oxide synthase	4620	ACE	NA
PF03819.17	MazG	4621	ACE	NA
EC4.1.1.70	glutaconyl-CoA decarboxylase	4622	ACE	NA
PF09837.9	DUF2064	4623	ACE	NA
EC1.5.3.21	4-methylaminobutanoate oxidase (methylamine-forming)	4624	ACE	NA
PF03098.15	An_peroxidase	4625	ACE	NA
EC1.8.2.4	dimethyl sulfide:cytochrome c2 reductase	4626	ACE	NA
PF16998.5	17kDa_Anti_2	4627	ACE	NA
EC2.7.8.34	CDP-L-myo-inositol myo-inositolphosphotransferase	4628	ACE	NA
EC4.2.3.12	6-pyruvoyltetrahydropterin synthase	4629	ACE	NA
PF11351.8	GTA_holin_3TM	4630	ACE	NA
PF06470.13	SMC_hinge	4631	ACE	NA
EC2.8.3.12	glutaconate CoA-transferase	4632	ACE	NA
PF07931.12	CPT	4633	ACE	NA
EC1.1.99.37	methanol dehydrogenase (nicotinoprotein)	4634	ACE	NA
PF02895.14	H-kinase_dim	4635	ACE	NA
EC4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase	4636	ACE	NA
PF16931.5	Phage_holin_8	4637	ACE	NA
EC3.5.1.13	aryl-acylamidase	4638	ACE	NA
PF12221.8	HflK_N	4639	ACE	NA
EC3.3.2.11	cholesterol-5,6-oxide hydrolase	4640	ACE	NA
PF17289.2	Terminase_6C	4641	ACE	NA
EC4.1.1.86	diaminobutyrate decarboxylase	4642	ACE	NA
PF00940.19	RNA_pol	4643	ACE	NA
EC3.1.26.12	ribonuclease E	4644	ACE	NA
PF02492.19	cobW	4645	ACE	NA
EC3.5.1.48	acetylspermidine deacetylase	4646	ACE	NA
PF02636.17	Methyltransf_28	4647	ACE	NA
EC3.4.15.1	peptidyl-dipeptidase A	4648	ACE	NA
PF14206.6	Cys_rich_CPCC	4649	ACE	NA
EC1.14.13.141	cholest-4-en-3-one 26-monooxygenase [(25S)-3-oxocholest-4-en-26-oate forming]	4650	ACE	NA
PF01163.22	RIO1	4651	ACE	NA
EC1.14.19.3	acyl-CoA 6-desaturase	4652	ACE	NA
PF00850.19	Hist_deacetyl	4653	ACE	NA
EC3.1.1.5	lysophospholipase	4654	ACE	NA
PF14067.6	LssY_C	4655	ACE	NA
EC2.1.1.256	tRNA (guanine6-N2)-methyltransferase	4656	ACE	NA
PF01548.17	DEDD_Tnp_IS110	4657	ACE	NA
EC2.7.1.1	hexokinase	4658	ACE	NA
PF16576.5	HlyD_D23	4659	ACE	NA
EC2.7.1.210	D-erythrulose 4-kinase	4660	ACE	NA
PF09825.9	BPL_N	4661	ACE	NA
EC4.1.99.20	3-amino-4-hydroxybenzoate synthase	4662	ACE	NA
PF01527.20	HTH_Tnp_1	4663	ACE	NA
EC2.1.1.157	sarcosine/dimethylglycine N-methyltransferase	4664	ACE	NA
PF06877.11	RraB	4665	ACE	NA
EC4.3.2.9	gamma-glutamylcyclotransferase	4666	ACE	NA
PF01373.17	Glyco_hydro_14	4667	ACE	NA
EC3.1.21.1	deoxyribonuclease I	4668	ACE	NA
PF01904.18	DUF72	4669	ACE	NA
EC1.1.3.38	vanillyl-alcohol oxidase	4670	ACE	NA
PF07642.11	BBP2	4671	ACE	NA
EC1.1.1.363	glucose-6-phosphate dehydrogenase [NAD(P)+]	4672	ACE	NA
PF01455.18	HupF_HypC	4673	ACE	NA
EC2.3.1.53	phenylalanine N-acetyltransferase	4674	ACE	NA
PF00909.21	Ammonium_transp	4675	ACE	NA
EC2.7.7.74	1L-myo-inositol 1-phosphate cytidylyltransferase	4676	ACE	NA
PF06792.11	UPF0261	4677	ACE	NA
EC1.14.19.n4	NA	4678	ACE	NA
PF15515.6	MvaI_BcnI	4679	ACE	NA
EC6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	4680	ACE	NA
PF15714.5	SpoVT_C	4681	ACE	NA
EC1.13.11.43	lignostilbene alphabeta-dioxygenase	4682	ACE	NA
PF06559.11	DCD	4683	ACE	NA
EC1.1.99.6	D-lactate dehydrogenase (acceptor)	4684	ACE	NA
PF01106.17	NifU	4685	ACE	NA
EC2.3.1.229	4-coumaroyl-homoserine lactone synthase	4686	ACE	NA
PF13759.6	2OG-FeII_Oxy_5	4687	ACE	NA
EC4.1.2.38	benzoin aldolase	4688	ACE	NA
PF08402.10	TOBE_2	4689	ACE	NA
EC3.3.2.8	limonene-1,2-epoxide hydrolase	4690	ACE	NA
PF01973.18	MAF_flag10	4691	ACE	NA
EC1.17.2.2	lupanine 17-hydroxylase (cytochrome c)	4692	ACE	NA
PF04606.12	Ogr_Delta	4693	ACE	NA
EC4.2.2.14	glucuronan lyase	4694	ACE	NA
PF13437.6	HlyD_3	4695	ACE	NA
EC3.4.13.19	membrane dipeptidase	4696	ACE	NA
PF14492.6	EFG_II	4697	ACE	NA
EC1.8.1.14	CoA-disulfide reductase	4698	ACE	NA
PF04572.12	Gb3_synth	4699	ACE	NA
EC1.8.1.15	mycothione reductase	4700	ACE	NA
PF13460.6	NAD_binding_10	4701	ACE	NA
EC2.3.1.17	aspartate N-acetyltransferase	4702	ACE	NA
PF01738.18	DLH	4703	ACE	NA
EC3.2.1.80	fructan beta-fructosidase	4704	ACE	NA
PF00292.18	PAX	4705	ACE	NA
EC2.7.8.40	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase	4706	ACE	NA
PF00301.20	Rubredoxin	4707	ACE	NA
EC2.5.1.79	thermospermine synthase	4708	ACE	NA
PF00252.18	Ribosomal_L16	4709	ACE	NA
EC6.2.1.43	2-hydroxy-7-methoxy-5-methyl-1-naphthoate---CoA ligase	4710	ACE	NA
PF03729.13	DUF308	4711	ACE	NA
EC1.1.1.202	1,3-propanediol dehydrogenase	4712	ACE	NA
PF07196.13	Flagellin_IN	4713	ACE	NA
EC1.1.1.n4	NA	4714	ACE	NA
PF03883.14	H2O2_YaaD	4715	ACE	NA
EC4.4.1.15	D-cysteine desulfhydrase	4716	ACE	NA
PF05572.13	Peptidase_M43	4717	ACE	NA
EC2.3.1.22	2-acylglycerol O-acyltransferase	4718	ACE	NA
PF02558.16	ApbA	4719	ACE	NA
EC1.2.1.92	3,6-anhydro-alpha-L-galactose dehydrogenase	4720	ACE	NA
PF14863.6	Alkyl_sulf_dimr	4721	ACE	NA
EC2.4.1.276	zeaxanthin glucosyltransferase	4722	ACE	NA
PF07696.11	7TMR-DISMED2	4723	ACE	NA
EC2.7.1.63	polyphosphate---glucose phosphotransferase	4724	ACE	NA
PF15956.5	DUF4760	4725	ACE	NA
EC2.7.1.72	streptomycin 6-kinase	4726	ACE	NA
PF09989.9	DUF2229	4727	ACE	NA
EC5.1.99.8	7,8-dihydroneopterin epimerase	4728	ACE	NA
PF05359.11	DUF748	4729	ACE	NA
EC2.6.1.36	L-lysine 6-transaminase	4730	ACE	NA
PF00122.20	E1-E2_ATPase	4731	ACE	NA
EC5.3.1.26	galactose-6-phosphate isomerase	4732	ACE	NA
PF07100.11	ASRT	4733	ACE	NA
EC2.4.1.310	vancomycin aglycone glucosyltransferase	4734	ACE	NA
PF15593.6	Imm42	4735	ACE	NA
EC3.5.4.41	5'-deoxyadenosine deaminase	4736	ACE	NA
PF03958.17	Secretin_N	4737	ACE	NA
EC1.1.1.91	aryl-alcohol dehydrogenase (NADP+)	4738	ACE	NA
PF04008.14	Adenosine_kin	4739	ACE	NA
EC2.7.8.23	carboxyvinyl-carboxyphosphonate phosphorylmutase	4740	ACE	NA
PF12007.8	DUF3501	4741	ACE	NA
EC1.4.3.4	monoamine oxidase	4742	ACE	NA
PF00585.18	Thr_dehydrat_C	4743	ACE	NA
EC3.5.1.52	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase	4744	ACE	NA
PF04224.12	DUF417	4745	ACE	NA
EC1.5.8.3	sarcosine dehydrogenase	4746	ACE	NA
EC3.6.1.52	diphosphoinositol-polyphosphate diphosphatase	4747	ACE	NA
PF14462.6	Prok-E2_E	4748	ACE	NA
PF01902.17	Diphthami_syn_2	4749	ACE	NA
EC1.11.1.11	L-ascorbate peroxidase	4750	ACE	NA
PF00231.19	ATP-synt	4751	ACE	NA
EC1.14.13.160	(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase	4752	ACE	NA
PF00023.30	Ank	4753	ACE	NA
EC1.16.1.10	ferric-chelate reductase [NAD(P)H]	4754	ACE	NA
PF09928.9	DUF2160	4755	ACE	NA
EC1.2.1.n2	NA	4756	ACE	NA
PF06381.11	DUF1073	4757	ACE	NA
EC2.3.2.26	HECT-type E3 ubiquitin transferase	4758	ACE	NA
PF08207.12	EFP_N	4759	ACE	NA
EC6.3.2.39	aerobactin synthase	4760	ACE	NA
PF14099.6	Polysacc_lyase	4761	ACE	NA
EC2.1.1.1	nicotinamide N-methyltransferase	4762	ACE	NA
PF00313.22	CSD	4763	ACE	NA
EC1.3.1.33	protochlorophyllide reductase	4764	ACE	NA
PF18099.1	DUF5010_C	4765	ACE	NA
EC3.4.11.15	aminopeptidase Y	4766	ACE	NA
PF06850.11	PHB_depo_C	4767	ACE	NA
EC2.7.1.73	inosine kinase	4768	ACE	NA
PF10649.9	DUF2478	4769	ACE	NA
EC1.5.1.30	flavin reductase (NADPH)	4770	ACE	NA
PF01346.18	FKBP_N	4771	ACE	NA
EC4.3.1.23	tyrosine ammonia-lyase	4772	ACE	NA
PF07583.11	PSCyt2	4773	ACE	NA
EC2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	4774	ACE	NA
PF00565.17	SNase	4775	ACE	NA
EC1.1.1.301	D-arabitol-phosphate dehydrogenase	4776	ACE	NA
PF00731.20	AIRC	4777	ACE	NA
EC3.7.1.18	6-oxocamphor hydrolase	4778	ACE	NA
PF00690.26	Cation_ATPase_N	4779	ACE	NA
EC1.1.1.88	hydroxymethylglutaryl-CoA reductase	4780	ACE	NA
PF09860.9	DUF2087	4781	ACE	NA
EC2.4.1.207	xyloglucan:xyloglucosyl transferase	4782	ACE	NA
PF09827.9	CRISPR_Cas2	4783	ACE	NA
EC1.3.99.4	3-oxosteroid 1-dehydrogenase	4784	ACE	NA
PF09423.10	PhoD	4785	ACE	NA
EC1.14.13.209	salicyloyl-CoA 5-hydroxylase	4786	ACE	NA
PF11973.8	NQRA_SLBB	4787	ACE	NA
EC3.1.1.84	cocaine esterase	4788	ACE	NA
PF00719.19	Pyrophosphatase	4789	ACE	NA
EC1.14.15.11	pentalenic acid synthase	4790	ACE	NA
PF13479.6	AAA_24	4791	ACE	NA
EC5.3.1.29	ribose 1,5-bisphosphate isomerase	4792	ACE	NA
PF13208.6	TerB_N	4793	ACE	NA
EC2.4.1.11	glycogen(starch) synthase	4794	ACE	NA
PF14871.6	GHL6	4795	ACE	NA
EC3.6.1.63	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	4796	ACE	NA
PF04286.12	DUF445	4797	ACE	NA
EC1.1.1.305	UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating)	4798	ACE	NA
PF10048.9	DUF2282	4799	ACE	NA
EC2.6.1.98	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase	4800	ACE	NA
PF08676.11	MutL_C	4801	ACE	NA
EC3.2.1.84	glucan 1,3-alpha-glucosidase	4802	ACE	NA
PF01796.17	OB_aCoA_assoc	4803	ACE	NA
EC1.14.11.47	[50S ribosomal protein L16]-arginine 3-hydroxylase	4804	ACE	NA
PF06268.13	Fascin	4805	ACE	NA
EC1.97.1.1	chlorate reductase	4806	ACE	NA
PF00756.20	Esterase	4807	ACE	NA
EC2.1.1.17	phosphatidylethanolamine N-methyltransferase	4808	ACE	NA
PF06715.12	Gp5_C	4809	ACE	NA
EC3.7.1.17	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	4810	ACE	NA
PF03994.14	DUF350	4811	ACE	NA
EC2.1.2.13	UDP-4-amino-4-deoxy-L-arabinose formyltransferase	4812	ACE	NA
PF04756.13	OST3_OST6	4813	ACE	NA
EC2.3.1.245	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	4814	ACE	NA
PF17892.1	Cadherin_5	4815	ACE	NA
PF09903.9	DUF2130	4816	ACE	NA
EC1.1.1.364	dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase	4817	ACE	NA
EC1.10.3.4	o-aminophenol oxidase	4818	ACE	NA
EC2.7.1.91	sphingosine kinase	4819	ACE	NA
PF10027.9	DUF2269	4820	ACE	NA
PF01636.23	APH	4821	ACE	NA
EC2.1.1.106	tryptophan 2-C-methyltransferase	4822	ACE	NA
EC3.4.17.14	zinc D-Ala-D-Ala carboxypeptidase	4823	ACE	NA
PF06980.11	DUF1302	4824	ACE	NA
PF13690.6	CheX	4825	ACE	NA
PF02405.16	MlaE	4826	ACE	NA
EC1.1.3.45	aclacinomycin-N oxidase	4827	ACE	NA
EC1.14.11.40	enduracididine beta-hydroxylase	4828	ACE	NA
EC2.1.1.180	16S rRNA (adenine1408-N1)-methyltransferase	4829	ACE	NA
PF04290.12	DctQ	4830	ACE	NA
PF14373.6	Imm_superinfect	4831	ACE	NA
EC4.1.3.3	N-acetylneuraminate lyase	4832	ACE	NA
PF10097.9	DUF2335	4833	ACE	NA
EC4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	4834	ACE	NA
PF07689.12	KaiB	4835	ACE	NA
EC6.3.1.18	gamma-glutamylanilide synthase	4836	ACE	NA
PF09523.10	DUF2390	4837	ACE	NA
EC3.1.3.79	mannosylfructose-phosphate phosphatase	4838	ACE	NA
PF04488.15	Gly_transf_sug	4839	ACE	NA
EC1.14.13.166	4-nitrocatechol 4-monooxygenase	4840	ACE	NA
PF13287.6	Fn3_assoc	4841	ACE	NA
EC3.1.3.6	3'-nucleotidase	4842	ACE	NA
PF14574.6	RACo_C_ter	4843	ACE	NA
EC3.5.1.107	maleamate amidohydrolase	4844	ACE	NA
PF02515.17	CoA_transf_3	4845	ACE	NA
EC1.14.13.154	erythromycin 12-hydroxylase	4846	ACE	NA
PF12838.7	Fer4_7	4847	ACE	NA
EC2.7.1.180	FAD:protein FMN transferase	4848	ACE	NA
PF06945.13	DUF1289	4849	ACE	NA
EC3.5.1.103	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase	4850	ACE	NA
PF14079.6	DUF4260	4851	ACE	NA
EC2.3.1.n4	NA	4852	ACE	NA
PF02782.16	FGGY_C	4853	ACE	NA
EC3.4.21.97	assemblin	4854	ACE	NA
PF09278.11	MerR-DNA-bind	4855	ACE	NA
EC1.13.11.72	2-hydroxyethylphosphonate dioxygenase	4856	ACE	NA
PF13500.6	AAA_26	4857	ACE	NA
EC3.1.1.87	fumonisin B1 esterase	4858	ACE	NA
PF13440.6	Polysacc_synt_3	4859	ACE	NA
EC1.1.2.6	polyvinyl alcohol dehydrogenase (cytochrome)	4860	ACE	NA
EC3.7.1.7	beta-diketone hydrolase	4861	ACE	NA
PF03013.14	Pyr_excise	4862	ACE	NA
PF09721.10	Exosortase_EpsH	4863	ACE	NA
EC1.14.11.9	flavanone 3-dioxygenase	4864	ACE	NA
PF06525.11	SoxE	4865	ACE	NA
EC2.1.1.225	tRNA:m4X modification enzyme	4866	ACE	NA
PF17297.2	PEPCK_N	4867	ACE	NA
EC1.1.99.36	alcohol dehydrogenase (nicotinoprotein)	4868	ACE	NA
PF10712.9	NAD-GH	4869	ACE	NA
EC3.5.1.83	N-acyl-D-aspartate deacylase	4870	ACE	NA
PF04247.12	SirB	4871	ACE	NA
EC1.4.3.10	putrescine oxidase	4872	ACE	NA
PF17939.1	TetR_C_30	4873	ACE	NA
EC2.7.1.201	protein-Npi-phosphohistidine---trehalose phosphotransferase	4874	ACE	NA
PF09006.11	Surfac_D-trimer	4875	ACE	NA
EC1.14.13.172	salicylate 5-hydroxylase	4876	ACE	NA
PF04586.17	Peptidase_S78	4877	ACE	NA
EC2.7.1.60	N-acylmannosamine kinase	4878	ACE	NA
PF03404.16	Mo-co_dimer	4879	ACE	NA
EC3.4.17.11	glutamate carboxypeptidase	4880	ACE	NA
PF12837.7	Fer4_6	4881	ACE	NA
EC3.4.22.41	cathepsin F	4882	ACE	NA
PF02421.18	FeoB_N	4883	ACE	NA
EC2.1.1.280	selenocysteine Se-methyltransferase	4884	ACE	NA
PF00113.22	Enolase_C	4885	ACE	NA
EC2.4.2.45	decaprenyl-phosphate phosphoribosyltransferase	4886	ACE	NA
PF11746.8	DUF3303	4887	ACE	NA
EC2.4.1.47	N-acylsphingosine galactosyltransferase	4888	ACE	NA
PF09828.9	Chrome_Resist	4889	ACE	NA
EC2.3.1.48	histone acetyltransferase	4890	ACE	NA
PF08478.10	POTRA_1	4891	ACE	NA
EC1.1.1.244	methanol dehydrogenase	4892	ACE	NA
PF01207.17	Dus	4893	ACE	NA
EC1.3.1.53	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase	4894	ACE	NA
PF03461.15	TRCF	4895	ACE	NA
EC2.1.1.57	methyltransferase cap1	4896	ACE	NA
PF12710.7	HAD	4897	ACE	NA
EC1.14.11.39	L-asparagine hydroxylase	4898	ACE	NA
PF01761.20	DHQ_synthase	4899	ACE	NA
EC1.14.13.151	linalool 8-monooxygenase	4900	ACE	NA
PF00378.20	ECH_1	4901	ACE	NA
EC1.1.5.9	glucose 1-dehydrogenase (FAD, quinone)	4902	ACE	NA
PF00654.20	Voltage_CLC	4903	ACE	NA
EC1.14.11.43	(S)-dichlorprop dioxygenase (2-oxoglutarate)	4904	ACE	NA
PF17651.1	Raco_middle	4905	ACE	NA
EC6.3.2.36	4-phosphopantoate---beta-alanine ligase	4906	ACE	NA
PF00227.26	Proteasome	4907	ACE	NA
EC3.5.4.23	blasticidin-S deaminase	4908	ACE	NA
PF03401.14	TctC	4909	ACE	NA
EC1.4.1.26	2,4-diaminopentanoate dehydrogenase (NAD+)	4910	ACE	NA
PF01648.20	ACPS	4911	ACE	NA
EC2.5.1.73	O-phospho-L-seryl-tRNA:Cys-tRNA synthase	4912	ACE	NA
PF02253.15	PLA1	4913	ACE	NA
PF02389.15	Cornifin	4914	ACE	NA
EC2.1.1.230	23S rRNA (adenosine1067-2'-O)-methyltransferase	4915	ACE	NA
EC2.1.1.304	L-tyrosine C3-methyltransferase	4916	ACE	NA
EC3.2.1.113	mannosyl-oligosaccharide 1,2-alpha-mannosidase	4917	ACE	NA
PF02276.18	CytoC_RC	4918	ACE	NA
PF17287.2	POTRA_3	4919	ACE	NA
EC1.5.1.19	D-nopaline dehydrogenase	4920	ACE	NA
PF13720.6	Acetyltransf_11	4921	ACE	NA
EC1.3.99.5	3-oxo-5alpha-steroid 4-dehydrogenase (acceptor)	4922	ACE	NA
EC3.2.1.49	alpha-N-acetylgalactosaminidase	4923	ACE	NA
PF03007.16	WES_acyltransf	4924	ACE	NA
PF14559.6	TPR_19	4925	ACE	NA
EC1.4.1.14	glutamate synthase (NADH)	4926	ACE	NA
PF04297.14	UPF0122	4927	ACE	NA
EC1.1.1.122	D-threo-aldose 1-dehydrogenase	4928	ACE	NA
PF14342.6	DUF4396	4929	ACE	NA
EC2.1.1.208	23S rRNA (uridine2479-2'-O)-methyltransferase	4930	ACE	NA
PF02872.18	5_nucleotid_C	4931	ACE	NA
EC1.11.1.12	phospholipid-hydroperoxide glutathione peroxidase	4932	ACE	NA
PF12704.7	MacB_PCD	4933	ACE	NA
EC1.4.3.22	diamine oxidase	4934	ACE	NA
PF01471.18	PG_binding_1	4935	ACE	NA
EC2.4.1.230	kojibiose phosphorylase	4936	ACE	NA
PF12836.7	HHH_3	4937	ACE	NA
EC1.1.1.179	D-xylose 1-dehydrogenase (NADP+)	4938	ACE	NA
PF12872.7	OST-HTH	4939	ACE	NA
EC6.1.1.27	O-phospho-L-serine---tRNA ligase	4940	ACE	NA
PF04166.12	PdxA	4941	ACE	NA
EC1.14.13.128	7-methylxanthine demethylase	4942	ACE	NA
PF08332.10	CaMKII_AD	4943	ACE	NA
EC1.1.1.82	malate dehydrogenase (NADP+)	4944	ACE	NA
PF11150.8	DUF2927	4945	ACE	NA
EC2.5.1.65	O-phosphoserine sulfhydrylase	4946	ACE	NA
PF04223.12	CitF	4947	ACE	NA
PF10458.9	Val_tRNA-synt_C	4948	ACE	NA
EC1.14.14.3	bacterial luciferase	4949	ACE	NA
EC1.2.1.50	long-chain acyl-protein thioester reductase	4950	ACE	NA
EC6.2.1.19	long-chain-fatty-acid---protein ligase	4951	ACE	NA
PF07676.12	PD40	4952	ACE	NA
PF01619.18	Pro_dh	4953	ACE	NA
EC6.3.1.19	prokaryotic ubiquitin-like protein ligase	4954	ACE	NA
PF05656.14	DUF805	4955	ACE	NA
EC4.99.1.2	alkylmercury lyase	4956	ACE	NA
PF12441.8	CopG_antitoxin	4957	ACE	NA
EC1.5.3.19	4-methylaminobutanoate oxidase (formaldehyde-forming)	4958	ACE	NA
PF02685.16	Glucokinase	4959	ACE	NA
EC3.1.3.76	lipid-phosphate phosphatase	4960	ACE	NA
PF07730.13	HisKA_3	4961	ACE	NA
EC1.14.13.29	4-nitrophenol 2-monooxygenase	4962	ACE	NA
PF02654.15	CobS	4963	ACE	NA
EC4.2.2.9	pectate disaccharide-lyase	4964	ACE	NA
PF16591.5	HBM	4965	ACE	NA
EC1.2.1.72	erythrose-4-phosphate dehydrogenase	4966	ACE	NA
PF08545.10	ACP_syn_III	4967	ACE	NA
EC4.2.3.156	hydroxysqualene synthase	4968	ACE	NA
PF04273.13	DUF442	4969	ACE	NA
EC2.4.1.342	alpha-maltose-1-phosphate synthase	4970	ACE	NA
PF13878.6	zf-C2H2_3	4971	ACE	NA
EC2.4.1.67	galactinol---raffinose galactosyltransferase	4972	ACE	NA
PF13336.6	AcetylCoA_hyd_C	4973	ACE	NA
EC2.4.2.30	NAD+ ADP-ribosyltransferase	4974	ACE	NA
PF00324.21	AA_permease	4975	ACE	NA
EC3.5.1.56	N,N-dimethylformamidase	4976	ACE	NA
PF11752.8	DUF3309	4977	ACE	NA
EC3.4.24.20	peptidyl-Lys metalloendopeptidase	4978	ACE	NA
PF02602.15	HEM4	4979	ACE	NA
EC6.3.5.12	Ni-sirohydrochlorin a,c-diamide synthase	4980	ACE	NA
PF17928.1	TetR_C_22	4981	ACE	NA
EC2.7.1.103	viomycin kinase	4982	ACE	NA
PF18755.1	RAMA	4983	ACE	NA
EC2.5.1.98	Rhizobium leguminosarum exopolysaccharide glucosyl ketal-pyruvate-transferase	4984	ACE	NA
PF02734.17	Dak2	4985	ACE	NA
EC1.14.21.9	mycocyclosin synthase	4986	ACE	NA
EC2.3.2.21	cyclo(L-tyrosyl-L-tyrosyl) synthase	4987	ACE	NA
PF02012.20	BNR	4988	ACE	NA
PF03602.15	Cons_hypoth95	4989	ACE	NA
EC2.2.1.5	2-hydroxy-3-oxoadipate synthase	4990	ACE	NA
PF07264.11	EI24	4991	ACE	NA
EC3.5.5.4	cyanoalanine nitrilase	4992	ACE	NA
PF04371.15	PAD_porph	4993	ACE	NA
EC4.2.1.129	squalene---hopanol cyclase	4994	ACE	NA
PF04962.12	KduI	4995	ACE	NA
EC4.4.1.28	L-cysteine desulfidase	4996	ACE	NA
PF01139.17	RtcB	4997	ACE	NA
EC3.4.22.44	nuclear-inclusion-a endopeptidase	4998	ACE	NA
PF07485.11	DUF1529	4999	ACE	NA
EC1.1.1.102	3-dehydrosphinganine reductase	5000	ACE	NA
PF07896.12	DUF1674	5001	ACE	NA
EC3.1.1.8	cholinesterase	5002	ACE	NA
PF14710.6	Nitr_red_alph_N	5003	ACE	NA
EC1.13.11.46	4-hydroxymandelate synthase	5004	ACE	NA
PF01250.17	Ribosomal_S6	5005	ACE	NA
EC2.2.1.8	fluorothreonine transaldolase	5006	ACE	NA
PF14280.6	DUF4365	5007	ACE	NA
EC1.14.13.39	nitric-oxide synthase (NADPH)	5008	ACE	NA
PF17829.1	GH115_C	5009	ACE	NA
EC1.1.1.189	prostaglandin-E2 9-reductase	5010	ACE	NA
PF05135.13	Phage_connect_1	5011	ACE	NA
EC1.4.3.21	primary-amine oxidase	5012	ACE	NA
PF07508.13	Recombinase	5013	ACE	NA
EC1.14.13.69	alkene monooxygenase	5014	ACE	NA
PF18851.1	baeRF_family8	5015	ACE	NA
EC2.3.1.246	3,5-dihydroxyphenylacetyl-CoA synthase	5016	ACE	NA
PF02571.14	CbiJ	5017	ACE	NA
EC1.14.13.185	pikromycin synthase	5018	ACE	NA
PF18855.1	baeRF_family11	5019	ACE	NA
EC3.5.1.29	2-(acetamidomethylene)succinate hydrolase	5020	ACE	NA
PF17962.1	bMG6	5021	ACE	NA
EC1.13.11.66	hydroquinone 1,2-dioxygenase	5022	ACE	NA
PF02698.17	DUF218	5023	ACE	NA
EC2.1.1.303	2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase	5024	ACE	NA
PF08264.13	Anticodon_1	5025	ACE	NA
EC5.1.3.27	dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase	5026	ACE	NA
PF07843.11	DUF1634	5027	ACE	NA
EC1.3.99.29	phytoene desaturase (zeta-carotene-forming)	5028	ACE	NA
PF09865.9	DUF2092	5029	ACE	NA
EC1.1.1.313	sulfoacetaldehyde reductase	5030	ACE	NA
PF06744.12	IcmF_C	5031	ACE	NA
PF07878.11	RHH_5	5032	ACE	NA
EC1.14.13.10	2,6-dihydroxypyridine 3-monooxygenase	5033	ACE	NA
EC1.14.13.162	2,5-diketocamphane 1,2-monooxygenase	5034	ACE	NA
EC3.7.1.19	2,6-dihydroxypseudooxynicotine hydrolase	5035	ACE	NA
PF04991.13	LicD	5036	ACE	NA
PF09489.10	CbtB	5037	ACE	NA
EC3.5.4.11	pterin deaminase	5038	ACE	NA
PF02085.16	Cytochrom_CIII	5039	ACE	NA
